
78310. Place: Zamość, Year: 1748  
47829. Place: -, Year: -
3524. Place: La Guillotière, Year: -
23895. Place: La Guillotière, Year: -
35665. Place: -, Year: -
196716. Place: Toruń, Year: 1709
96044. Place: Warszawa, Year: 1882
77447. Place: Poznań, Year: 1797
185423. Place: -, Year: -
141137. Place: -, Year: 1776
65113. Place: -, Year: 1848
90439. Place: Warszawa, Year: 1873
69555. Place: Warszawa, Year: 1853
127545. Place: Lyon, Year: 1573
2667. Place: Lwów, Year: 1849
77289. Place: Wrocław, Year: 1874
223471. Place: Bolonia, Year: 1568
160152. Place: Lwów, Year: 1733
39935. Place: Paryż, Year: 1879
102554. Place: -, Year: -
151716. Place: -, Year: 1609
2232. Place: Kraków, Year: 1540
181832. Place: -, Year: -
79009. Place: Bourges, Year: 1833
19753. Place: Łowicz, Year: -
131199. Place: -, Year: -
58027. Place: Lwów, Year: 1890
1724. Place: Lwów, Year: 1743
129220. Place: -, Year: -
207170. Place: -, Year: 1775
18160. Place: -, Year: 1615
32069. Place: -, Year: -
15386. Place: Poznań, Year: 1898
222317. Place: -, Year: -
91931. Place: Kraków, Year: 1883
155247. Place: Gdańsk, Year: 1659
20439. Place: Cleveland, Year: 1883
84415. Place: -, Year: -
127057. Place: -, Year: -
66343. Place: -, Year: -
101451. Place: -, Year: -
88642. Place: Warszawa, Year: 1899
159211. Place: -, Year: -
45929. Place: -, Year: -
197288. Place: -, Year: 1604
14580. Place: Poznań, Year: 1883
204512. Place: Rzym, Year: 1597
88206. Place: -, Year: -
220409. Place: Wilno, Year: 1773
61642. Place: -, Year: -
25243. Place: -, Year: 1799
70386. Place: Warszawa, Year: 1892
73929. Place: Wiedeń, Year: 1892
177711. Place: -, Year: -
155497. Place: Częstochowa, Year: -
43046. Place: -, Year: -
45445. Place: -, Year: -
80340. Place: -, Year: -
211671. Place: -, Year: -
51991. Place: -, Year: -
213697. Place: -, Year: 1761
123825. Place: -, Year: -
29247. Place: -, Year: -
62301. Place: Warszawa, Year: 1802
220889. Place: -, Year: -
48067. Place: Irkutsk, Year: 1896
29161. Place: -, Year: -
38569. Place: Warszawa, Year: 1881
187180. Place: -, Year: -
88170. Place: Poznań, Year: -
47516. Place: Wilno, Year: 1746
205241. Place: Toruń, Year: 1616
90566. Place: -, Year: -
154214. Place: -, Year: -
123434. Place: -, Year: 1719
70608. Place: -, Year: -
57799. Place: -, Year: -
204365. Place: -, Year: -
32061. Place: -, Year: -
48135. Place: -, Year: -
29082. Place: -, Year: -
108641. Place: -, Year: -
58031. Place: -, Year: -
152313. Place: -, Year: -
125600. Place: Zamość, Year: 1624
60199. Place: Syców, Year: 1853
76553. Place: Wilno, Year: 1734
71037. Place: -, Year: -
85202. Place: Lwów, Year: 1874
179423. Place: -, Year: 1781
48988. Place: Kraków, Year: 1704
173791. Place: Kraków, Year: 1767
59723. Place: Kraków, Year: 1890
3749. Place: -, Year: -
65005. Place: Paryż, Year: 1868
70788. Place: Warszawa, Year: 1883
112485. Place: Stockholm, Year: -
46711. Place: -, Year: -
46682. Place: -, Year: -
48432. Place: Warszawa, Year: 1900
1405. Place: Lipsk, Year: 1743
179442. Place: Rzym, Year: 1715
1904. Place: -, Year: 1734
221614. Place: -, Year: 1734
94057. Place: -, Year: -
198454. Place: -, Year: -
40189. Place: -, Year: 1864
49790. Place: Wilno, Year: 1769
77598. Place: -, Year: -
75377. Place: Rzym, Year: 1777
59900. Place: Warszawa, Year: 1898
109735. Place: -, Year: -
216095. Place: Gdańsk, Year: 1640
56461. Place: -, Year: -
7557. Place: Praga, Year: 1886
171162. Place: Rzym, Year: 1633
129945. Place: -, Year: -
144560. Place: Lublin, Year: 1640
148579. Place: -, Year: 1755
91735. Place: Wrocław, Year: 1800
46718. Place: -, Year: -
338. Place: Gdańsk, Year: 1604
206781. Place: Rzym, Year: 1631
187932. Place: Wrocław, Year: 1720
25856. Place: Przemyśl, Year: 1837
91008. Place: Kraków, Year: 1679
139741. Place: -, Year: 1725
23850. Place: Warszawa, Year: 1898
191376. Place: -, Year: -
187932. Place: Wrocław, Year: 1720
63281. Place: Göttingen, Year: 1856
72670. Place: -, Year: -
108409. Place: -, Year: 1534
144523. Place: Warszawa, Year: 1788
152979. Place: -, Year: -
81156. Place: -, Year: -
153662. Place: Poznań, Year: 1620
11428. Place: Warszawa, Year: 1884
19659. Place: -, Year: -
81743. Place: Kraków, Year: 1897
181335. Place: Mergentheim, Year: 1703  
110398. Place: Warszawa, Year: 1888  
18374. Place: Warszawa, Year: 1830  
42143. Place: -, Year: -  
89320. Place: Poznań, Year: 1852  
75360. Place: Rzym, Year: 1716  
110864. Place: -, Year: 1645  
128331. Place: -, Year: -  
71855. Place: -, Year: -  
221. Place: Cieszyn, Year: -  
24358. Place: -, Year: -  
45628. Place: -, Year: -  
44325. Place: -, Year: -  
213951. Place: -, Year: -  
193905. Place: -, Year: -  
40359. Place: Lwów, Year: -  
107558. Place: Warszawa, Year: 1826  
182717. Place: -, Year: -  
61107. Place: -, Year: -  
66528. Place: Londyn, Year: 1836  
46972. Place: Wilno, Year: 1847  
24783. Place: -, Year: -  
100432. Place: Warszawa, Year: 1898  
115163. Place: -, Year: -  
109283. Place: -, Year: 1674  
169313. Place: Rzym, Year: 1555  
49424. Place: Warszawa, Year: 1822  
66157. Place: -, Year: -  
111052. Place: -, Year: -  
61053. Place: -, Year: -  
1161. Place: -, Year: -  
12943. Place: -, Year: -  
147199. Place: Gdańsk, Year: 1647  
213653. Place: -, Year: -  
198050. Place: Supraśl, Year: 1722  
18620. Place: Kalisz, Year: -  
108681. Place: -, Year: -  
179248. Place: Poznań, Year: 1723  
7757. Place: Bytom, Year: 1891  
59223. Place: -, Year: -  
22270. Place: -, Year: -  
180102. Place: -, Year: -  
18380. Place: -, Year: -  
58767. Place: Amsterdam, Year: 1668  
152075. Place: -, Year: -  
211247. Place: Kraków, Year: 1589  
205421. Place: -, Year: 1684  
223262. Place: -, Year: -  
115281. Place: -, Year: -  
130279. Place: Lublin, Year: 1623
196695. Place: Olsztyn, Year: 1662  
5078. Place: -, Year: -  
74553. Place: Toruń, Year: 1624  
201179. Place: Lwów, Year: 1589  
199447. Place: -, Year: -  
2505. Place: Królewiec, Year: 1645  
202041. Place: Gdańsk, Year: 1659  
221870. Place: Kraków, Year: 1740  
179028. Place: Warszawa, Year: 1787  
39779. Place: Warszawa, Year: 1830  
38800. Place: Berlin, Year: 1806  
171615. Place: Kraków, Year: 1589  
90953. Place: -, Year: -  
125275. Place: Wrocław, Year: 1475  
66125. Place: Tarnowskie Góry, Year: 1889  
49027. Place: Kraków, Year: 1900  
15984. Place: -, Year: -  
178253. Place: -, Year: 1793  
37993. Place: Praga, Year: 1859  
44833. Place: Wilno, Year: 1650  
86414. Place: Warszawa, Year: 1859  
108972. Place: Wilno, Year: 1884  
48517. Place: -, Year: -  
74488. Place: Warszawa, Year: 1840  
167029. Place: -, Year: -  
183338. Place: Warszawa, Year: 1786  
132976. Place: -, Year: -  
170353. Place: -, Year: 1779  
3310. Place: Kraków, Year: 1823  
176658. Place: -, Year: -  
59847. Place: -, Year: -  
3693. Place: -, Year: -  
68793. Place: Warszawa, Year: 1886  
82171. Place: -, Year: -  
62454. Place: -, Year: -  
152100. Place: Lubcz, Year: 1640  
127906. Place: -, Year: -  
46587. Place: -, Year: -  
80853. Place: Nowy Sącz, Year: 1900  
190916. Place: Gdańsk, Year: 1732  
50074. Place: -, Year: -  
79348. Place: Buczacz, Year: -  
113824. Place: -, Year: -  
195812. Place: -, Year: -  
207016. Place: Warszawa, Year: 1791  
82715. Place: -, Year: -  
176578. Place: -, Year: -  
33285. Place: Warszawa, Year: 1872  
181676. Place: -, Year: -  
171037. Place: Warszawa, Year: 1780
31866. Place: -, Year: -
7556. Place: Lwów, Year: 1878
160918. Place: -, Year: 1654
20189. Place: Buffalo N. Y., Year: 1887
198023. Place: Wilno, Year: 1758
75907. Place: -, Year: -
74535. Place: -, Year: 1627
107718. Place: Kazan, Year: 1836
99921. Place: -, Year: -
98517. Place: -, Year: -
181912. Place: Lwów, Year: 1665
2761. Place: -, Year: 1704
51712. Place: Cieszyn, Year: 1882
36433. Place: Kraków, Year: 1900
55324. Place: -, Year: -
39184. Place: Radom, Year: -
195520. Place: Kraków, Year: -
106836. Place: -, Year: -
10471. Place: -, Year: 1874
83765. Place: Warszawa, Year: 1876
176611. Place: Kraków, Year: 1718
214873. Place: -, Year: 1583
22637. Place: -, Year: -
111668. Place: -, Year: -
144131. Place: -, Year: -
102245. Place: -, Year: -
177443. Place: Kraków, Year: 1689
75492. Place: Kraków, Year: 1876
151322. Place: Zamość, Year: 1614
22769. Place: Lwów, Year: 1737
189244. Place: Lwów, Year: 1783
201079. Place: -, Year: -
158250. Place: Jena, Year: 1679
67234. Place: -, Year: -
50851. Place: Kraków, Year: 1888
72833. Place: -, Year: -
128530. Place: Warszawa, Year: 1775
183931. Place: -, Year: -
20652. Place: Warszawa, Year: 1830
92410. Place: -, Year: -
50767. Place: -, Year: 1782
63924. Place: -, Year: -
3857. Place: Wrocław, Year: -
204184. Place: -, Year: -
96233. Place: Warszawa, Year: 1846
18928. Place: Poznań, Year: 1843
67781. Place: Warszawa, Year: 1851
208772. Place: -, Year: -
68873. Place: -, Year: -
416. Place: Królewiec, Year: -

175086. Place: -, Year: -
21885. Place: Elbląg, Year: 1642
20815. Place: -, Year: -
59061. Place: Warszawa, Year: 1890
50252. Place: Wadowice, Year: 1896
47803. Place: -, Year: 1710
105069. Place: Elbląg, Year: 1886
118373. Place: Kraków, Year: 1613
130547. Place: Warszawa, Year: 1797
82502. Place: -, Year: -
49056. Place: -, Year: -
24161. Place: Warszawa, Year: 1888
114705. Place: -, Year: -
18510. Place: Łódź, Year: 1899
75117. Place: -, Year: -
215260. Place: London, Year: 1716
60562. Place: -, Year: -
35641. Place: -, Year: -
61347. Place: -, Year: -
107927. Place: Warszawa, Year: 1831
220215. Place: -, Year: -
61164. Place: -, Year: -
23886. Place: -, Year: -
103640. Place: Warszawa, Year: 1897
108495. Place: Kraków, Year: 1900
223431. Place: -, Year: -
80690. Place: Lyon, Year: 1832
40751. Place: Kraków, Year: 1878
164624. Place: -, Year: -
206061. Place: -, Year: -
59053. Place: -, Year: -
74447. Place: Warszawa, Year: 1899
13127. Place: -, Year: -
51386. Place: Lwów, Year: 1832
180854. Place: -, Year: -
9350. Place: Kraków, Year: 1891
213064. Place: -, Year: -
109481. Place: -, Year: -
210430. Place: Warszawa, Year: 1789
61048. Place: -, Year: -
33341. Place: Warszawa, Year: 1876
118845. Place: -, Year: -
12277. Place: -, Year: -
9494. Place: Głogówek, Year: 1894
16115. Place: Warszawa, Year: 1842
138239. Place: Warszawa, Year: 1791
200624. Place: Kraków, Year: 1756
64104. Place: -, Year: -
60299. Place: Rostoki, Year: 1600
42492. Place: -, Year: -
52434. Place: -, Year: -
44129. Place: Warszawa, Year: 1704
203198. Place: Gdańsk, Year: 1657
60399. Place: -, Year: 1593
54048. Place: -, Year: -
154820. Place: -, Year: 1779
43650. Place: -, Year: -
206412. Place: -, Year: -
84442. Place: Warszawa, Year: 1894
33151. Place: Warszawa, Year: 1890
116024. Place: Norymberga, Year: 1626
130890. Place: -, Year: 1656
170899. Place: -, Year: -
164266. Place: Gdańsk, Year: 1734
137623. Place: -, Year: -
117361. Place: Warszawa, Year: 1791
160997. Place: -, Year: -
49224. Place: Warszawa, Year: 1731
67398. Place: Chartres, Year: -
206189. Place: Warszawa, Year: 1640
57593. Place: -, Year: -
61980. Place: -, Year: -
100132. Place: -, Year: -
159890. Place: Poznań, Year: 1736
36015. Place: -, Year: -
213369. Place: -, Year: -
146694. Place: Zamość, Year: 1670
130846. Place: -, Year: -
77027. Place: -, Year: 1754
83196. Place: -, Year: -
196352. Place: -, Year: 1612
28790. Place: -, Year: -
68661. Place: Warszawa, Year: 1877
217404. Place: Gdańsk, Year: 1650
72303. Place: Lwów, Year: 1893
125584. Place: -, Year: -
93292. Place: Wrocław, Year: 1846
207792. Place: Toruń, Year: 1590
74704. Place: -, Year: 1725
185839. Place: Warszawa, Year: 1775
9815. Place: Warszawa, Year: 1893
89541. Place: Paris, Year: -
124265. Place: -, Year: -
198336. Place: -, Year: -
207585. Place: Gdańsk, Year: 1654
6804. Place: Wiedeń, Year: 1879
32590. Place: -, Year: -
130489. Place: -, Year: 1496
57822. Place: Warszawa, Year: 1728
190612. Place: -, Year: -
127514. Place: Wenecja, Year: 1574  
219270. Place: -, Year: -  
41775. Place: -, Year: -  
174356. Place: -, Year: -  
48292. Place: Wilno, Year: 1863  
79335. Place: -, Year: -  
123446. Place: Poznań, Year: 1689  
217742. Place: Kraków, Year: 1615  
115552. Place: -, Year: -  
20154. Place: -, Year: -  
148213. Place: -, Year: -  
101909. Place: -, Year: -  
29658. Place: -, Year: -  
209855. Place: -, Year: -  
124161. Place: -, Year: -  
76181. Place: Warszawa, Year: 1788  
46282. Place: -, Year: -  
75891. Place: -, Year: 1849  
71638. Place: Berlin, Year: 1862  
14145. Place: -, Year: -  
173548. Place: -, Year: -  
48691. Place: -, Year: -  
48353. Place: Lwów, Year: 1861  
144834. Place: -, Year: 1791  
214329. Place: -, Year: -  
94656. Place: Warszawa, Year: 1888  
167653. Place: -, Year: -  
50008. Place: Kraków, Year: 1624  
152572. Place: -, Year: 1636  
110738. Place: Rzym, Year: 1667  
71294. Place: -, Year: -  
9879. Place: Warszawa, Year: 1885  
167844. Place: -, Year: -  
199311. Place: -, Year: -  
23154. Place: Chełmno, Year: 1871  
80269. Place: -, Year: -  
95387. Place: -, Year: -  
162456. Place: Paryż, Year: 1773  
77638. Place: -, Year: -  
196562. Place: -, Year: -  
112133. Place: Bolonia, Year: 1684  
67969. Place: Poznań, Year: 1831  
19683. Place: Poznań, Year: 1836  
213993. Place: -, Year: -  
106687. Place: Berlin, Year: 1890  
112011. Place: Kraków, Year: 1683  
113932. Place: Kraków, Year: 1612  
27461. Place: -, Year: -  
88524. Place: -, Year: -  
51847. Place: Kraków, Year: 1873
71122. Place: -, Year: -
145946. Place: Hamburg, Year: 1792
160713. Place: -, Year: -
187049. Place: Gdańsk, Year: 1723
197065. Place: -, Year: 1587
148998. Place: Warszawa, Year: 1697
168953. Place: -, Year: -
140054. Place: -, Year: -
18294. Place: -, Year: -
117429. Place: -, Year: 1777
107524. Place: -, Year: -
26261. Place: Warszawa, Year: 1890
52566. Place: -, Year: -
8827. Place: Wilno, Year: 1857
12205. Place: Lwów, Year: 1848
68001. Place: Warszawa, Year: 1886
209372. Place: -, Year: -
1991. Place: Warszawa, Year: 1793
133830. Place: -, Year: -
102436. Place: -, Year: -
196328. Place: Łowicz, Year: 1786
56126. Place: -, Year: -
91358. Place: Częstochowa, Year: 1788
18937. Place: Warszawa, Year: 1866
49370. Place: -, Year: -
2532. Place: Gdańsk, Year: 1676
118364. Place: -, Year: -
179659. Place: -, Year: -
20742. Place: -, Year: 1743
66538. Place: Rawicz, Year: 1810
45515. Place: -, Year: 1715
220395. Place: -, Year: 1644
91365. Place: Kraków, Year: 1892
70301. Place: Warszawa, Year: 1866
139631. Place: -, Year: 1763
5625. Place: Lwów, Year: 1862
145432. Place: -, Year: 1792
60290. Place: -, Year: -
182680. Place: -, Year: 1789
142605. Place: -, Year: 1774
207190. Place: -, Year: 1787
76910. Place: -, Year: -
150000. Place: -, Year: -
160654. Place: -, Year: 1734
218848. Place: -, Year: -
198051. Place: -, Year: 1732
210615. Place: -, Year: -
50458. Place: -, Year: 1704
89391. Place: Leipzig, Year: 1859
77160. Place: -, Year: -
12490. Place: Lipsk, Year: 1831
126864. Place: -, Year: -
8703. Place: Kraków, Year: 1873
112743. Place: -, Year: -
20462. Place: Poznań, Year: 1896
34863. Place: -, Year: -
46760. Place: -, Year: -
189902. Place: -, Year: -
186317. Place: Gdańsk, Year: 1690
149250. Place: Kraków, Year: 1634
174426. Place: Lipsk, Year: 1798
200201. Place: -, Year: -
132139. Place: -, Year: -
98722. Place: -, Year: -
172472. Place: -, Year: -
171066. Place: -, Year: -
125365. Place: -, Year: -
201542. Place: -, Year: -
221102. Place: -, Year: 1788
17300. Place: Wrocław, Year: 1870
21862. Place: -, Year: -
170965. Place: -, Year: -
199364. Place: -, Year: -
59072. Place: -, Year: -
20829. Place: Wilno, Year: 1838
118927. Place: -, Year: -
79346. Place: -, Year: -
159358. Place: -, Year: -
91676. Place: Moskwa, Year: 1887
212064. Place: Wilno, Year: 1676
156453. Place: Paryż, Year: 1578
133705. Place: -, Year: 1791
98868. Place: -, Year: -
2349. Place: Padwa, Year: 1837
174493. Place: -, Year: -
70129. Place: Lwów, Year: -
63306. Place: Poznań, Year: 1851
1304. Place: -, Year: 1892
193961. Place: Wiedeń, Year: 1766
47231. Place: -, Year: 1709
59956. Place: Szczecin, Year: 1666
138952. Place: Kolonia, Year: 1578
45815. Place: -, Year: -
140701. Place: -, Year: 1642
221796. Place: -, Year: -
219275. Place: -, Year: -
198486. Place: -, Year: -
156571. Place: -, Year: -
78389. Place: -, Year: -
150943. Place: -, Year: -
86503. Place: Lwów, Year: -
159559. Place: Warszawa, Year: 1789
56492. Place: -, Year: -
101811. Place: Lwów, Year: 1888
145717. Place: Warszawa, Year: 1790
108240. Place: Szczecin, Year: 1700
162141. Place: Stockholm, Year: 1733
43679. Place: -, Year: -
128433. Place: -, Year: -
119529. Place: Kraków, Year: 1793
101983. Place: Kraków, Year: 1887
147177. Place: -, Year: -
169829. Place: -, Year: -
84782. Place: -, Year: -
168024. Place: -, Year: -
113149. Place: Sankt Petersburg, Year: 1883
114495. Place: -, Year: -
128714. Place: -, Year: -
91213. Place: -, Year: 1676
103616. Place: -, Year: -
78994. Place: -, Year: -
169140. Place: Kraków, Year: 1789
33559. Place: -, Year: -
58324. Place: -, Year: -
109543. Place: -, Year: -
145508. Place: Kraków, Year: 1603
108379. Place: Kraków, Year: 1538
173276. Place: -, Year: 1760
30545. Place: -, Year: -
196767. Place: -, Year: -
66194. Place: -, Year: -
210441. Place: -, Year: -
127919. Place: -, Year: -
93788. Place: -, Year: -
208779. Place: Lwów, Year: 1742
3742. Place: Paris, Year: 1863
93846. Place: Kraków, Year: 1868
50757. Place: -, Year: -
159438. Place: -, Year: -
142697. Place: -, Year: 1794
6027. Place: -, Year: -
15541. Place: -, Year: 1900
93250. Place: -, Year: -
154877. Place: Warszawa, Year: 1791
145590. Place: -, Year: -
112145. Place: Wilno, Year: 1599
182071. Place: Warszawa, Year: 1761
25553. Place: Lwów, Year: 1864
203120. Place: -, Year: 1676
94249. Place: Sankt Petersburg, Year: 1885
20455. Place: -, Year: -
16691. Place: -, Year: -
20981. Place: New York, Year: 1898
13191. Place: Przemyśl, Year: -
57596. Place: -, Year: -
108150. Place: Płock, Year: 1896
15378. Place: Wrocław, Year: 1805
13509. Place: Warszawa, Year: 1847
115697. Place: -, Year: -
132314. Place: Kraków, Year: 1655
165840. Place: -, Year: 1769
112026. Place: -, Year: -
57977. Place: -, Year: -
83768. Place: Wilno, Year: 1855
220929. Place: -, Year: -
68346. Place: Kraków, Year: 1895
65925. Place: Kraków, Year: 1876
213124. Place: Kraków, Year: -
201385. Place: -, Year: -
22392. Place: -, Year: 1771
70513. Place: -, Year: -
160607. Place: -, Year: -
210767. Place: -, Year: -
62210. Place: -, Year: 1844
61017. Place: -, Year: -
51659. Place: -, Year: -
